year,round,category_encoded,institute_type_encoded,actual_closing_rank,predicted_closing_rank,residual,abs_error,pct_error,opening_rank,category_str,institute_type_str,institute_type,category,closing_rank,institute,program,quota,gender,std_dev,admission_probability,ci_lower_5,expected_cutoff_50,ci_upper_95,margin,margin_score,recommendation_score
2025,6,1,3,2314.0,2315,-0.5483946423901216,0.5483946423901216,0.023698990595943,2154,OBC-NCL,NIT,NIT,Ambitious,2314,"National Institute of Technology, Warangal",Electronics and Communication Engineering (VLSI Design and Technology),HS,Gender-Neutral,100.0,0.0,2144.8136253552043,2316.4336034472885,2478.020075712307,-12685,-5.479481641468682,-109.58963282937364
2025,6,1,3,2288.0,2288,-0.4603396436159528,0.4603396436159528,0.0201197396685294,1690,OBC-NCL,NIT,NIT,Ambitious,2288,"National Institute of Technology, Tiruchirappalli",Electrical and Electronics Engineering,OS,Gender-Neutral,100.0,0.0,2111.5407686688773,2291.285266349053,2437.495400043219,-12712,-5.555944055944056,-111.11888111888112
2025,6,1,3,2131.0,2131,-0.4684425319046568,0.4684425319046568,0.0219822868092283,1253,OBC-NCL,NIT,NIT,Ambitious,2131,"National Institute of Technology, Rourkela",Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,1968.197483725565,2129.762023995556,2302.8943470216877,-12869,-6.0389488503050215,-120.77897700610043
2025,6,1,3,2125.0,2125,-0.4814559651313175,0.4814559651313175,0.0226567513002972,1637,OBC-NCL,NIT,NIT,Ambitious,2125,"National Institute of Technology, Warangal",Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,1956.465640769062,2133.483638955624,2301.7066710848817,-12875,-6.0588235294117645,-121.17647058823529
2025,6,1,3,2016.0,2017,-0.5559283772090566,0.5559283772090566,0.0275758123615603,1908,OBC-NCL,NIT,NIT,Ambitious,2016,"National Institute of Technology, Warangal",Electronics and Communication Engineering (VLSI Design and Technology),OS,Gender-Neutral,100.0,0.0,1859.4773630761126,2019.2964125412673,2173.6224440175724,-12983,-6.4367873078829945,-128.7357461576599
2025,6,1,3,2013.0,2013,-0.4820173044481635,0.4820173044481635,0.0239452212840617,1523,OBC-NCL,NIT,NIT,Ambitious,2013,"National Institute of Technology, Tiruchirappalli",Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,1846.7359037003775,2016.9404625555806,2168.7191515919335,-12987,-6.451564828614009,-129.03129657228018
2025,6,1,3,1927.0,1927,-0.4756292267356912,0.4756292267356912,0.0246823677600254,1435,OBC-NCL,NIT,NIT,Ambitious,1927,"National Institute of Technology, Warangal",Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,1776.4666376384594,1929.3309946838122,2092.3604844394135,-13073,-6.784120394395433,-135.68240788790865
2025,6,1,3,1795.0,1795,-0.4824849006890872,0.4824849006890872,0.0268793816539881,1353,OBC-NCL,NIT,NIT,Ambitious,1795,"National Institute of Technology Karnataka, Surathkal",Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,1639.0655825397214,1800.6827132322426,1955.322829399285,-13205,-7.3565459610027855,-147.13091922005572
2025,6,1,3,1240.0,1240,-0.4993488642830925,0.4993488642830925,0.0402700697002494,852,OBC-NCL,NIT,NIT,Ambitious,1240,"National Institute of Technology, Tiruchirappalli",Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,1075.7284288440264,1236.038349144328,1406.278661060198,-13760,-11.096774193548388,-221.93548387096774
2025,6,2,3,626254.0,626229,24.953836616361517,24.953836616361517,0.0039846191188178,381812,OPEN,NIT,NIT,Safe,626254,"National Institute of Technology, Mizoram",Civil Engineering,HS,Female-only,100.0,1.0,626060.3740215005,626233.1699542605,626400.9780961372,586229,0.9361256026150179,118.72251205230036
2025,6,2,3,366127.0,366110,16.571961728681345,16.571961728681345,0.0045262877986822,132276,OPEN,NIT,NIT,Safe,366127,National Institute of Technology Sikkim,Civil Engineering,HS,Female-only,100.0,1.0,365947.2644552296,366109.73275632004,366269.1795844027,326110,0.8907432192510447,117.8148643850209
2025,6,2,3,287849.0,287838,10.50593735295115,10.50593735295115,0.0036498085291076,287849,OPEN,NIT,NIT,Safe,287849,"National Institute of Technology, Manipur",Civil Engineering,HS,Female-only,100.0,1.0,287658.4767634946,287838.09763462376,288010.2995004118,247838,0.8610329421410654,117.22065884282131
2025,6,2,3,259481.0,259471,9.930345521104757,9.930345521104757,0.0038270029486184,259481,OPEN,NIT,NIT,Safe,259481,National Institute of Technology Meghalaya,Civil Engineering,HS,Female-only,100.0,1.0,259292.60708175693,259473.76161394175,259639.0200411434,219471,0.8458401902332052,116.91680380466411
2025,6,2,3,237342.0,237333,9.006124446634203,9.006124446634203,0.0037945767907214,188054,OPEN,NIT,NIT,Safe,237342,National Institute of Technology Agartala,Civil Engineering,HS,Female-only,100.0,1.0,237175.3107986955,237330.19014052575,237500.57856723035,197333,0.8314604374444347,116.62920874888869
2025,6,2,3,178350.0,178345,5.035963936243206,5.035963936243206,0.0028236411192841,178350,OPEN,NIT,NIT,Safe,178350,National Institute of Technology Goa,Civil Engineering,STATE,Female-only,100.0,1.0,178171.64582591807,178344.41212570778,178511.88603134317,138345,0.7757156073901708,115.51431214780342
2025,6,2,3,168183.0,168173,9.841139920172282,9.841139920172282,0.0058514474829039,168183,OPEN,NIT,NIT,Safe,168183,National Institute of Technology Goa,Civil Engineering,HS,Female-only,100.0,1.0,168014.37946852762,168171.70379944076,168335.77399318252,128173,0.7621496910919113,115.24299382183823
2025,6,2,3,142541.0,142535,5.787412608915474,5.787412608915474,0.0040601739912835,116333,OPEN,NIT,NIT,Safe,142541,National Institute of Technology Puducherry,Civil Engineering,HS,Female-only,100.0,1.0,142376.84412697057,142534.82231396693,142692.5677408117,102535,0.7193671729750588,114.38734345950118
2025,6,2,3,135454.0,135449,4.63751997196232,4.63751997196232,0.0034236862491785,49411,OPEN,NIT,NIT,Safe,135454,"National Institute of Technology, Srinagar",Civil Engineering,STATE,Female-only,100.0,1.0,135289.19265622296,135451.39911088703,135611.3282244473,95449,0.7046858965367039,114.09371793073407
2025,6,2,3,111972.0,111968,3.8691049219632982,3.8691049219632982,0.003455421821494,84534,OPEN,NIT,NIT,Safe,111972,National Institute of Technology Hamirpur,Civil Engineering,HS,Female-only,100.0,1.0,111803.39746365006,111958.94584535842,112126.1140076282,71968,0.6427550728779652,112.8551014575593
2025,6,2,3,103145.0,103142,3.4753742918837816,3.4753742918837816,0.0033694064587559,66063,OPEN,NIT,NIT,Safe,103145,"National Institute of Technology, Silchar",Civil Engineering,HS,Female-only,100.0,1.0,102977.16767673231,103147.63097224013,103305.93500860567,63142,0.6121851428128211,112.24370285625642
2025,6,2,3,91760.0,91757,2.9432825238327496,2.9432825238327496,0.0032075877548308,74075,OPEN,NIT,NIT,Safe,91760,National Institute of Technology Raipur,Civil Engineering,HS,Female-only,100.0,1.0,91588.90413718512,91762.93123266153,91929.38605430705,51757,0.564065956820733,111.28131913641467
2025,6,2,3,77436.0,77434,2.330454309529159,2.330454309529159,0.0030095231023414,62661,OPEN,NIT,NIT,Safe,77436,"National Institute of Technology, Jamshedpur",Civil Engineering,HS,Female-only,100.0,1.0,77269.61144540214,77438.49136824702,77599.819755295,37434,0.4834310509595268,109.66862101919054
2025,6,2,3,77201.0,77198,2.5754376370459795,2.5754376370459795,0.0033360159027033,76976,OPEN,NIT,NIT,Safe,77201,"National Institute of Technology, Manipur",Civil Engineering,OS,Female-only,100.0,1.0,77036.99980049461,77204.26139659714,77375.13134051292,37198,0.4818518614471877,109.63703722894375
2025,6,2,3,73722.0,73720,2.434895949903876,2.434895949903876,0.0033028077777378,73722,OPEN,NIT,NIT,Safe,73722,National Institute of Technology Nagaland,Civil Engineering,OS,Female-only,100.0,1.0,73558.83163493872,73719.94024547061,73883.00939100502,33720,0.45740640260444926,109.14812805208899
2025,6,2,3,73295.0,73293,2.36295314587187,2.36295314587187,0.0032238940526255,72183,OPEN,NIT,NIT,Safe,73295,National Institute of Technology Arunachal Pradesh,Civil Engineering,OS,Female-only,100.0,1.0,73121.08352321509,73295.5190335495,73465.88889038912,33293,0.4542452894546546,109.08490578909309
2025,6,2,3,72788.0,72786,2.411769031896256,2.411769031896256,0.0033134157167338,68136,OPEN,NIT,NIT,Safe,72788,"National Institute of Technology, Srinagar",Civil Engineering,OS,Female-only,100.0,1.0,72611.50404694532,72783.4524072526,72942.79293368416,32786,0.45044376665842334,109.00887533316846
2025,6,2,3,72657.0,72655,2.382815459437552,2.382815459437552,0.0032795401123602,72657,OPEN,NIT,NIT,Safe,72657,"National Institute of Technology, Uttarakhand",Civil Engineering,HS,Female-only,100.0,1.0,72490.55414227578,72650.80188189984,72812.03026430173,32655,0.4494528938132269,108.98905787626454
2025,6,2,3,71333.0,71331,2.28906937269494,2.28906937269494,0.0032089907513982,71333,OPEN,NIT,NIT,Safe,71333,National Institute of Technology Sikkim,Civil Engineering,OS,Female-only,100.0,1.0,71166.84557985204,71327.06971209045,71490.74346036845,31331,0.43923399363530585,108.78467987270612
2025,6,2,3,70628.0,70626,2.358042897103587,2.358042897103587,0.003338679981174,70628,OPEN,NIT,NIT,Safe,70628,"National Institute of Technology, Mizoram",Civil Engineering,OS,Female-only,100.0,1.0,70460.3646733329,70627.74649696515,70792.81824769767,30626,0.4336363378925608,108.67272675785122
2025,6,2,3,70282.0,70280,2.201932164200116,2.201932164200116,0.0031329958797417,70282,OPEN,NIT,NIT,Safe,70282,National Institute of Technology Patna,Civil Engineering with Specialization in Construction Technology and Management,HS,Female-only,100.0,1.0,70118.89523435665,70280.9920675085,70442.67538012168,30280,0.43084803642572567,108.61696072851451
2025,6,2,3,69969.0,69967,2.2309324360394385,2.2309324360394385,0.0031884583687625,63031,OPEN,NIT,NIT,Safe,69969,National Institute of Technology Agartala,Civil Engineering,OS,Female-only,100.0,1.0,69784.13094225842,69966.46240240065,70124.90051618023,29967,0.4283019137593437,108.56603827518687
